region;år;Hovedalternativet (MMMM)
3101 Halden;2024;31935
3101 Halden;2025;32005
3101 Halden;2026;32080
3101 Halden;2027;32150
3101 Halden;2028;32246
3101 Halden;2029;32367
3101 Halden;2030;32512
3101 Halden;2031;32654
3101 Halden;2032;32792
3101 Halden;2033;32928
3101 Halden;2034;33062
3101 Halden;2035;33194
3101 Halden;2036;33325
3101 Halden;2037;33451
3101 Halden;2038;33573
3101 Halden;2039;33691
3101 Halden;2040;33805
3101 Halden;2041;33915
3101 Halden;2042;34021
3101 Halden;2043;34123
3101 Halden;2044;34219
3101 Halden;2045;34311
3101 Halden;2046;34399
3101 Halden;2047;34483
3101 Halden;2048;34562
3101 Halden;2049;34637
3101 Halden;2050;34707
3103 Moss;2024;52051
3103 Moss;2025;52692
3103 Moss;2026;53215
3103 Moss;2027;53625
3103 Moss;2028;54011
3103 Moss;2029;54379
3103 Moss;2030;54728
3103 Moss;2031;55079
3103 Moss;2032;55431
3103 Moss;2033;55782
3103 Moss;2034;56130
3103 Moss;2035;56477
3103 Moss;2036;56823
3103 Moss;2037;57159
3103 Moss;2038;57488
3103 Moss;2039;57809
3103 Moss;2040;58122
3103 Moss;2041;58426
3103 Moss;2042;58723
3103 Moss;2043;59013
3103 Moss;2044;59294
3103 Moss;2045;59564
3103 Moss;2046;59825
3103 Moss;2047;60073
3103 Moss;2048;60309
3103 Moss;2049;60533
3103 Moss;2050;60744
3105 Sarpsborg;2024;59771
3105 Sarpsborg;2025;60324
3105 Sarpsborg;2026;60790
3105 Sarpsborg;2027;61161
3105 Sarpsborg;2028;61504
3105 Sarpsborg;2029;61821
3105 Sarpsborg;2030;62113
3105 Sarpsborg;2031;62406
3105 Sarpsborg;2032;62698
3105 Sarpsborg;2033;62990
3105 Sarpsborg;2034;63281
3105 Sarpsborg;2035;63571
3105 Sarpsborg;2036;63862
3105 Sarpsborg;2037;64145
3105 Sarpsborg;2038;64420
3105 Sarpsborg;2039;64687
3105 Sarpsborg;2040;64945
3105 Sarpsborg;2041;65195
3105 Sarpsborg;2042;65435
3105 Sarpsborg;2043;65666
3105 Sarpsborg;2044;65888
3105 Sarpsborg;2045;66098
3105 Sarpsborg;2046;66297
3105 Sarpsborg;2047;66485
3105 Sarpsborg;2048;66660
3105 Sarpsborg;2049;66823
3105 Sarpsborg;2050;66973
3107 Fredrikstad;2024;85230
3107 Fredrikstad;2025;85754
3107 Fredrikstad;2026;86205
3107 Fredrikstad;2027;86582
3107 Fredrikstad;2028;86990
3107 Fredrikstad;2029;87431
3107 Fredrikstad;2030;87902
3107 Fredrikstad;2031;88368
3107 Fredrikstad;2032;88828
3107 Fredrikstad;2033;89282
3107 Fredrikstad;2034;89730
3107 Fredrikstad;2035;90172
3107 Fredrikstad;2036;90609
3107 Fredrikstad;2037;91030
3107 Fredrikstad;2038;91438
3107 Fredrikstad;2039;91833
3107 Fredrikstad;2040;92216
3107 Fredrikstad;2041;92588
3107 Fredrikstad;2042;92948
3107 Fredrikstad;2043;93296
3107 Fredrikstad;2044;93632
3107 Fredrikstad;2045;93955
3107 Fredrikstad;2046;94263
3107 Fredrikstad;2047;94553
3107 Fredrikstad;2048;94827
3107 Fredrikstad;2049;95082
3107 Fredrikstad;2050;95318
3110 Hvaler;2024;4787
3110 Hvaler;2025;4864
3110 Hvaler;2026;4935
3110 Hvaler;2027;5002
3110 Hvaler;2028;5068
3110 Hvaler;2029;5134
3110 Hvaler;2030;5200
3110 Hvaler;2031;5264
3110 Hvaler;2032;5326
3110 Hvaler;2033;5386
3110 Hvaler;2034;5443
3110 Hvaler;2035;5499
3110 Hvaler;2036;5554
3110 Hvaler;2037;5605
3110 Hvaler;2038;5655
3110 Hvaler;2039;5701
3110 Hvaler;2040;5745
3110 Hvaler;2041;5787
3110 Hvaler;2042;5828
3110 Hvaler;2043;5866
3110 Hvaler;2044;5904
3110 Hvaler;2045;5939
3110 Hvaler;2046;5974
3110 Hvaler;2047;6007
3110 Hvaler;2048;6040
3110 Hvaler;2049;6071
3110 Hvaler;2050;6101
3112 Råde;2024;7883
3112 Råde;2025;7954
3112 Råde;2026;8020
3112 Råde;2027;8079
3112 Råde;2028;8146
3112 Råde;2029;8222
3112 Råde;2030;8308
3112 Råde;2031;8394
3112 Råde;2032;8479
3112 Råde;2033;8562
3112 Råde;2034;8645
3112 Råde;2035;8726
3112 Råde;2036;8805
3112 Råde;2037;8880
3112 Råde;2038;8952
3112 Råde;2039;9020
3112 Råde;2040;9086
3112 Råde;2041;9148
3112 Råde;2042;9208
3112 Råde;2043;9265
3112 Råde;2044;9319
3112 Råde;2045;9371
3112 Råde;2046;9421
3112 Råde;2047;9468
3112 Råde;2048;9513
3112 Råde;2049;9554
3112 Råde;2050;9594
3114 Våler (Østfold);2024;6145
3114 Våler (Østfold);2025;6307
3114 Våler (Østfold);2026;6449
3114 Våler (Østfold);2027;6573
3114 Våler (Østfold);2028;6690
3114 Våler (Østfold);2029;6799
3114 Våler (Østfold);2030;6903
3114 Våler (Østfold);2031;7003
3114 Våler (Østfold);2032;7099
3114 Våler (Østfold);2033;7193
3114 Våler (Østfold);2034;7284
3114 Våler (Østfold);2035;7372
3114 Våler (Østfold);2036;7459
3114 Våler (Østfold);2037;7543
3114 Våler (Østfold);2038;7626
3114 Våler (Østfold);2039;7706
3114 Våler (Østfold);2040;7785
3114 Våler (Østfold);2041;7861
3114 Våler (Østfold);2042;7936
3114 Våler (Østfold);2043;8009
3114 Våler (Østfold);2044;8079
3114 Våler (Østfold);2045;8146
3114 Våler (Østfold);2046;8210
3114 Våler (Østfold);2047;8271
3114 Våler (Østfold);2048;8328
3114 Våler (Østfold);2049;8381
3114 Våler (Østfold);2050;8431
3116 Skiptvet;2024;3919
3116 Skiptvet;2025;3994
3116 Skiptvet;2026;4056
3116 Skiptvet;2027;4105
3116 Skiptvet;2028;4147
3116 Skiptvet;2029;4182
3116 Skiptvet;2030;4212
3116 Skiptvet;2031;4242
3116 Skiptvet;2032;4272
3116 Skiptvet;2033;4302
3116 Skiptvet;2034;4332
3116 Skiptvet;2035;4362
3116 Skiptvet;2036;4392
3116 Skiptvet;2037;4422
3116 Skiptvet;2038;4451
3116 Skiptvet;2039;4480
3116 Skiptvet;2040;4509
3116 Skiptvet;2041;4536
3116 Skiptvet;2042;4563
3116 Skiptvet;2043;4589
3116 Skiptvet;2044;4614
3116 Skiptvet;2045;4638
3116 Skiptvet;2046;4661
3116 Skiptvet;2047;4683
3116 Skiptvet;2048;4703
3116 Skiptvet;2049;4722
3116 Skiptvet;2050;4740
3118 Indre Østfold;2024;47006
3118 Indre Østfold;2025;47518
3118 Indre Østfold;2026;47935
3118 Indre Østfold;2027;48262
3118 Indre Østfold;2028;48573
3118 Indre Østfold;2029;48872
3118 Indre Østfold;2030;49158
3118 Indre Østfold;2031;49446
3118 Indre Østfold;2032;49735
3118 Indre Østfold;2033;50023
3118 Indre Østfold;2034;50311
3118 Indre Østfold;2035;50598
3118 Indre Østfold;2036;50883
3118 Indre Østfold;2037;51160
3118 Indre Østfold;2038;51431
3118 Indre Østfold;2039;51693
3118 Indre Østfold;2040;51949
3118 Indre Østfold;2041;52199
3118 Indre Østfold;2042;52441
3118 Indre Østfold;2043;52676
3118 Indre Østfold;2044;52903
3118 Indre Østfold;2045;53121
3118 Indre Østfold;2046;53329
3118 Indre Østfold;2047;53527
3118 Indre Østfold;2048;53714
3118 Indre Østfold;2049;53889
3118 Indre Østfold;2050;54053
3120 Rakkestad;2024;8420
3120 Rakkestad;2025;8456
3120 Rakkestad;2026;8489
3120 Rakkestad;2027;8521
3120 Rakkestad;2028;8560
3120 Rakkestad;2029;8605
3120 Rakkestad;2030;8656
3120 Rakkestad;2031;8705
3120 Rakkestad;2032;8754
3120 Rakkestad;2033;8801
3120 Rakkestad;2034;8846
3120 Rakkestad;2035;8891
3120 Rakkestad;2036;8935
3120 Rakkestad;2037;8977
3120 Rakkestad;2038;9018
3120 Rakkestad;2039;9058
3120 Rakkestad;2040;9096
3120 Rakkestad;2041;9132
3120 Rakkestad;2042;9167
3120 Rakkestad;2043;9201
3120 Rakkestad;2044;9233
3120 Rakkestad;2045;9263
3120 Rakkestad;2046;9292
3120 Rakkestad;2047;9319
3120 Rakkestad;2048;9345
3120 Rakkestad;2049;9369
3120 Rakkestad;2050;9392
3122 Marker;2024;3658
3122 Marker;2025;3658
3122 Marker;2026;3660
3122 Marker;2027;3663
3122 Marker;2028;3670
3122 Marker;2029;3680
3122 Marker;2030;3695
3122 Marker;2031;3709
3122 Marker;2032;3724
3122 Marker;2033;3740
3122 Marker;2034;3755
3122 Marker;2035;3771
3122 Marker;2036;3787
3122 Marker;2037;3803
3122 Marker;2038;3819
3122 Marker;2039;3834
3122 Marker;2040;3849
3122 Marker;2041;3864
3122 Marker;2042;3879
3122 Marker;2043;3893
3122 Marker;2044;3908
3122 Marker;2045;3922
3122 Marker;2046;3936
3122 Marker;2047;3949
3122 Marker;2048;3963
3122 Marker;2049;3976
3122 Marker;2050;3988
3124 Aremark;2024;1347
3124 Aremark;2025;1363
3124 Aremark;2026;1377
3124 Aremark;2027;1387
3124 Aremark;2028;1396
3124 Aremark;2029;1403
3124 Aremark;2030;1409
3124 Aremark;2031;1416
3124 Aremark;2032;1422
3124 Aremark;2033;1429
3124 Aremark;2034;1436
3124 Aremark;2035;1443
3124 Aremark;2036;1450
3124 Aremark;2037;1457
3124 Aremark;2038;1463
3124 Aremark;2039;1470
3124 Aremark;2040;1475
3124 Aremark;2041;1481
3124 Aremark;2042;1486
3124 Aremark;2043;1490
3124 Aremark;2044;1495
3124 Aremark;2045;1499
3124 Aremark;2046;1502
3124 Aremark;2047;1506
3124 Aremark;2048;1509
3124 Aremark;2049;1512
3124 Aremark;2050;1515
3201 Bærum;2024;130921
3201 Bærum;2025;131560
3201 Bærum;2026;132106
3201 Bærum;2027;132524
3201 Bærum;2028;133066
3201 Bærum;2029;133734
3201 Bærum;2030;134512
3201 Bærum;2031;135299
3201 Bærum;2032;136088
3201 Bærum;2033;136873
3201 Bærum;2034;137655
3201 Bærum;2035;138432
3201 Bærum;2036;139208
3201 Bærum;2037;139966
3201 Bærum;2038;140710
3201 Bærum;2039;141438
3201 Bærum;2040;142152
3201 Bærum;2041;142852
3201 Bærum;2042;143540
3201 Bærum;2043;144212
3201 Bærum;2044;144865
3201 Bærum;2045;145493
3201 Bærum;2046;146091
3201 Bærum;2047;146655
3201 Bærum;2048;147180
3201 Bærum;2049;147663
3201 Bærum;2050;148099
3203 Asker;2024;98815
3203 Asker;2025;99611
3203 Asker;2026;100260
3203 Asker;2027;100758
3203 Asker;2028;101291
3203 Asker;2029;101863
3203 Asker;2030;102465
3203 Asker;2031;103068
3203 Asker;2032;103668
3203 Asker;2033;104264
3203 Asker;2034;104860
3203 Asker;2035;105454
3203 Asker;2036;106051
3203 Asker;2037;106636
3203 Asker;2038;107210
3203 Asker;2039;107771
3203 Asker;2040;108321
3203 Asker;2041;108861
3203 Asker;2042;109391
3203 Asker;2043;109909
3203 Asker;2044;110414
3203 Asker;2045;110902
3203 Asker;2046;111368
3203 Asker;2047;111809
3203 Asker;2048;112223
3203 Asker;2049;112605
3203 Asker;2050;112954
3205 Lillestrøm;2024;94201
3205 Lillestrøm;2025;96215
3205 Lillestrøm;2026;97809
3205 Lillestrøm;2027;99010
3205 Lillestrøm;2028;100011
3205 Lillestrøm;2029;100834
3205 Lillestrøm;2030;101489
3205 Lillestrøm;2031;102165
3205 Lillestrøm;2032;102852
3205 Lillestrøm;2033;103545
3205 Lillestrøm;2034;104241
3205 Lillestrøm;2035;104938
3205 Lillestrøm;2036;105637
3205 Lillestrøm;2037;106324
3205 Lillestrøm;2038;106998
3205 Lillestrøm;2039;107658
3205 Lillestrøm;2040;108305
3205 Lillestrøm;2041;108935
3205 Lillestrøm;2042;109546
3205 Lillestrøm;2043;110136
3205 Lillestrøm;2044;110702
3205 Lillestrøm;2045;111241
3205 Lillestrøm;2046;111751
3205 Lillestrøm;2047;112229
3205 Lillestrøm;2048;112673
3205 Lillestrøm;2049;113084
3205 Lillestrøm;2050;113461
3207 Nordre Follo;2024;63560
3207 Nordre Follo;2025;64529
3207 Nordre Follo;2026;65300
3207 Nordre Follo;2027;65882
3207 Nordre Follo;2028;66382
3207 Nordre Follo;2029;66809
3207 Nordre Follo;2030;67170
3207 Nordre Follo;2031;67543
3207 Nordre Follo;2032;67926
3207 Nordre Follo;2033;68314
3207 Nordre Follo;2034;68704
3207 Nordre Follo;2035;69096
3207 Nordre Follo;2036;69490
3207 Nordre Follo;2037;69876
3207 Nordre Follo;2038;70256
3207 Nordre Follo;2039;70628
3207 Nordre Follo;2040;70994
3207 Nordre Follo;2041;71351
3207 Nordre Follo;2042;71701
3207 Nordre Follo;2043;72041
3207 Nordre Follo;2044;72370
3207 Nordre Follo;2045;72686
3207 Nordre Follo;2046;72985
3207 Nordre Follo;2047;73267
3207 Nordre Follo;2048;73528
3207 Nordre Follo;2049;73767
3207 Nordre Follo;2050;73983
3209 Ullensaker;2024;43814
3209 Ullensaker;2025;44752
3209 Ullensaker;2026;45567
3209 Ullensaker;2027;46259
3209 Ullensaker;2028;46924
3209 Ullensaker;2029;47564
3209 Ullensaker;2030;48184
3209 Ullensaker;2031;48786
3209 Ullensaker;2032;49372
3209 Ullensaker;2033;49944
3209 Ullensaker;2034;50505
3209 Ullensaker;2035;51055
3209 Ullensaker;2036;51597
3209 Ullensaker;2037;52122
3209 Ullensaker;2038;52631
3209 Ullensaker;2039;53123
3209 Ullensaker;2040;53602
3209 Ullensaker;2041;54066
3209 Ullensaker;2042;54516
3209 Ullensaker;2043;54949
3209 Ullensaker;2044;55366
3209 Ullensaker;2045;55766
3209 Ullensaker;2046;56148
3209 Ullensaker;2047;56511
3209 Ullensaker;2048;56854
3209 Ullensaker;2049;57177
3209 Ullensaker;2050;57478
3212 Nesodden;2024;20521
3212 Nesodden;2025;20675
3212 Nesodden;2026;20813
3212 Nesodden;2027;20934
3212 Nesodden;2028;21061
3212 Nesodden;2029;21195
3212 Nesodden;2030;21336
3212 Nesodden;2031;21477
3212 Nesodden;2032;21616
3212 Nesodden;2033;21753
3212 Nesodden;2034;21887
3212 Nesodden;2035;22018
3212 Nesodden;2036;22148
3212 Nesodden;2037;22276
3212 Nesodden;2038;22400
3212 Nesodden;2039;22522
3212 Nesodden;2040;22641
3212 Nesodden;2041;22758
3212 Nesodden;2042;22874
3212 Nesodden;2043;22988
3212 Nesodden;2044;23099
3212 Nesodden;2045;23206
3212 Nesodden;2046;23308
3212 Nesodden;2047;23404
3212 Nesodden;2048;23494
3212 Nesodden;2049;23578
3212 Nesodden;2050;23653
3214 Frogn;2024;16244
3214 Frogn;2025;16350
3214 Frogn;2026;16426
3214 Frogn;2027;16476
3214 Frogn;2028;16528
3214 Frogn;2029;16585
3214 Frogn;2030;16646
3214 Frogn;2031;16711
3214 Frogn;2032;16780
3214 Frogn;2033;16853
3214 Frogn;2034;16930
3214 Frogn;2035;17009
3214 Frogn;2036;17092
3214 Frogn;2037;17175
3214 Frogn;2038;17257
3214 Frogn;2039;17340
3214 Frogn;2040;17422
3214 Frogn;2041;17502
3214 Frogn;2042;17582
3214 Frogn;2043;17659
3214 Frogn;2044;17734
3214 Frogn;2045;17805
3214 Frogn;2046;17873
3214 Frogn;2047;17937
3214 Frogn;2048;17996
3214 Frogn;2049;18051
3214 Frogn;2050;18101
3216 Vestby;2024;19493
3216 Vestby;2025;19833
3216 Vestby;2026;20126
3216 Vestby;2027;20374
3216 Vestby;2028;20610
3216 Vestby;2029;20833
3216 Vestby;2030;21046
3216 Vestby;2031;21252
3216 Vestby;2032;21453
3216 Vestby;2033;21648
3216 Vestby;2034;21840
3216 Vestby;2035;22027
3216 Vestby;2036;22213
3216 Vestby;2037;22393
3216 Vestby;2038;22569
3216 Vestby;2039;22740
3216 Vestby;2040;22908
3216 Vestby;2041;23073
3216 Vestby;2042;23236
3216 Vestby;2043;23397
3216 Vestby;2044;23554
3216 Vestby;2045;23708
3216 Vestby;2046;23855
3216 Vestby;2047;23996
3216 Vestby;2048;24131
3216 Vestby;2049;24258
3216 Vestby;2050;24377
3218 Ås;2024;22005
3218 Ås;2025;22758
3218 Ås;2026;23344
3218 Ås;2027;23774
3218 Ås;2028;24128
3218 Ås;2029;24416
3218 Ås;2030;24642
3218 Ås;2031;24874
3218 Ås;2032;25105
3218 Ås;2033;25334
3218 Ås;2034;25559
3218 Ås;2035;25779
3218 Ås;2036;25995
3218 Ås;2037;26203
3218 Ås;2038;26402
3218 Ås;2039;26593
3218 Ås;2040;26775
3218 Ås;2041;26949
3218 Ås;2042;27115
3218 Ås;2043;27273
3218 Ås;2044;27424
3218 Ås;2045;27568
3218 Ås;2046;27704
3218 Ås;2047;27834
3218 Ås;2048;27957
3218 Ås;2049;28072
3218 Ås;2050;28182
3220 Enebakk;2024;11482
3220 Enebakk;2025;11596
3220 Enebakk;2026;11689
3220 Enebakk;2027;11760
3220 Enebakk;2028;11826
3220 Enebakk;2029;11890
3220 Enebakk;2030;11951
3220 Enebakk;2031;12013
3220 Enebakk;2032;12076
3220 Enebakk;2033;12140
3220 Enebakk;2034;12207
3220 Enebakk;2035;12276
3220 Enebakk;2036;12348
3220 Enebakk;2037;12421
3220 Enebakk;2038;12494
3220 Enebakk;2039;12567
3220 Enebakk;2040;12639
3220 Enebakk;2041;12711
3220 Enebakk;2042;12782
3220 Enebakk;2043;12851
3220 Enebakk;2044;12919
3220 Enebakk;2045;12985
3220 Enebakk;2046;13048
3220 Enebakk;2047;13108
3220 Enebakk;2048;13165
3220 Enebakk;2049;13218
3220 Enebakk;2050;13266
3222 Lørenskog;2024;48188
3222 Lørenskog;2025;49668
3222 Lørenskog;2026;50874
3222 Lørenskog;2027;51831
3222 Lørenskog;2028;52669
3222 Lørenskog;2029;53407
3222 Lørenskog;2030;54052
3222 Lørenskog;2031;54705
3222 Lørenskog;2032;55358
3222 Lørenskog;2033;56005
3222 Lørenskog;2034;56641
3222 Lørenskog;2035;57263
3222 Lørenskog;2036;57868
3222 Lørenskog;2037;58447
3222 Lørenskog;2038;59000
3222 Lørenskog;2039;59529
3222 Lørenskog;2040;60032
3222 Lørenskog;2041;60511
3222 Lørenskog;2042;60967
3222 Lørenskog;2043;61399
3222 Lørenskog;2044;61809
3222 Lørenskog;2045;62195
3222 Lørenskog;2046;62560
3222 Lørenskog;2047;62903
3222 Lørenskog;2048;63224
3222 Lørenskog;2049;63524
3222 Lørenskog;2050;63803
3224 Rælingen;2024;20099
3224 Rælingen;2025;20612
3224 Rælingen;2026;21041
3224 Rælingen;2027;21384
3224 Rælingen;2028;21679
3224 Rælingen;2029;21931
3224 Rælingen;2030;22142
3224 Rælingen;2031;22352
3224 Rælingen;2032;22558
3224 Rælingen;2033;22762
3224 Rælingen;2034;22962
3224 Rælingen;2035;23159
3224 Rælingen;2036;23354
3224 Rælingen;2037;23541
3224 Rælingen;2038;23721
3224 Rælingen;2039;23895
3224 Rælingen;2040;24062
3224 Rælingen;2041;24223
3224 Rælingen;2042;24377
3224 Rælingen;2043;24526
3224 Rælingen;2044;24667
3224 Rælingen;2045;24801
3224 Rælingen;2046;24929
3224 Rælingen;2047;25048
3224 Rælingen;2048;25159
3224 Rælingen;2049;25262
3224 Rælingen;2050;25355
3226 Aurskog-Høland;2024;18058
3226 Aurskog-Høland;2025;18071
3226 Aurskog-Høland;2026;18100
3226 Aurskog-Høland;2027;18143
3226 Aurskog-Høland;2028;18219
3226 Aurskog-Høland;2029;18328
3226 Aurskog-Høland;2030;18468
3226 Aurskog-Høland;2031;18605
3226 Aurskog-Høland;2032;18741
3226 Aurskog-Høland;2033;18876
3226 Aurskog-Høland;2034;19010
3226 Aurskog-Høland;2035;19143
3226 Aurskog-Høland;2036;19275
3226 Aurskog-Høland;2037;19403
3226 Aurskog-Høland;2038;19530
3226 Aurskog-Høland;2039;19653
3226 Aurskog-Høland;2040;19773
3226 Aurskog-Høland;2041;19891
3226 Aurskog-Høland;2042;20007
3226 Aurskog-Høland;2043;20120
3226 Aurskog-Høland;2044;20231
3226 Aurskog-Høland;2045;20338
3226 Aurskog-Høland;2046;20442
3226 Aurskog-Høland;2047;20543
3226 Aurskog-Høland;2048;20639
3226 Aurskog-Høland;2049;20731
3226 Aurskog-Høland;2050;20818
3228 Nes;2024;24645
3228 Nes;2025;24965
3228 Nes;2026;25258
3228 Nes;2027;25524
3228 Nes;2028;25790
3228 Nes;2029;26057
3228 Nes;2030;26323
3228 Nes;2031;26582
3228 Nes;2032;26835
3228 Nes;2033;27081
3228 Nes;2034;27320
3228 Nes;2035;27552
3228 Nes;2036;27779
3228 Nes;2037;27997
3228 Nes;2038;28208
3228 Nes;2039;28412
3228 Nes;2040;28609
3228 Nes;2041;28800
3228 Nes;2042;28985
3228 Nes;2043;29163
3228 Nes;2044;29336
3228 Nes;2045;29501
3228 Nes;2046;29658
3228 Nes;2047;29809
3228 Nes;2048;29951
3228 Nes;2049;30084
3228 Nes;2050;30209
3230 Gjerdrum;2024;7398
3230 Gjerdrum;2025;7512
3230 Gjerdrum;2026;7612
3230 Gjerdrum;2027;7699
3230 Gjerdrum;2028;7784
3230 Gjerdrum;2029;7870
3230 Gjerdrum;2030;7957
3230 Gjerdrum;2031;8044
3230 Gjerdrum;2032;8130
3230 Gjerdrum;2033;8217
3230 Gjerdrum;2034;8303
3230 Gjerdrum;2035;8390
3230 Gjerdrum;2036;8476
3230 Gjerdrum;2037;8561
3230 Gjerdrum;2038;8644
3230 Gjerdrum;2039;8725
3230 Gjerdrum;2040;8804
3230 Gjerdrum;2041;8881
3230 Gjerdrum;2042;8957
3230 Gjerdrum;2043;9030
3230 Gjerdrum;2044;9102
3230 Gjerdrum;2045;9170
3230 Gjerdrum;2046;9236
3230 Gjerdrum;2047;9300
3230 Gjerdrum;2048;9359
3230 Gjerdrum;2049;9415
3230 Gjerdrum;2050;9468
3232 Nittedal;2024;25882
3232 Nittedal;2025;26296
3232 Nittedal;2026;26635
3232 Nittedal;2027;26900
3232 Nittedal;2028;27135
3232 Nittedal;2029;27341
3232 Nittedal;2030;27522
3232 Nittedal;2031;27707
3232 Nittedal;2032;27893
3232 Nittedal;2033;28081
3232 Nittedal;2034;28270
3232 Nittedal;2035;28460
3232 Nittedal;2036;28652
3232 Nittedal;2037;28843
3232 Nittedal;2038;29033
3232 Nittedal;2039;29219
3232 Nittedal;2040;29402
3232 Nittedal;2041;29582
3232 Nittedal;2042;29758
3232 Nittedal;2043;29928
3232 Nittedal;2044;30093
3232 Nittedal;2045;30251
3232 Nittedal;2046;30401
3232 Nittedal;2047;30542
3232 Nittedal;2048;30673
3232 Nittedal;2049;30794
3232 Nittedal;2050;30903
3234 Lunner;2024;9357
3234 Lunner;2025;9410
3234 Lunner;2026;9453
3234 Lunner;2027;9485
3234 Lunner;2028;9518
3234 Lunner;2029;9552
3234 Lunner;2030;9587
3234 Lunner;2031;9623
3234 Lunner;2032;9660
3234 Lunner;2033;9698
3234 Lunner;2034;9736
3234 Lunner;2035;9774
3234 Lunner;2036;9813
3234 Lunner;2037;9851
3234 Lunner;2038;9888
3234 Lunner;2039;9924
3234 Lunner;2040;9958
3234 Lunner;2041;9992
3234 Lunner;2042;10024
3234 Lunner;2043;10055
3234 Lunner;2044;10084
3234 Lunner;2045;10111
3234 Lunner;2046;10137
3234 Lunner;2047;10161
3234 Lunner;2048;10182
3234 Lunner;2049;10202
3234 Lunner;2050;10220
3236 Jevnaker;2024;7037
3236 Jevnaker;2025;7110
3236 Jevnaker;2026;7173
3236 Jevnaker;2027;7228
3236 Jevnaker;2028;7286
3236 Jevnaker;2029;7346
3236 Jevnaker;2030;7408
3236 Jevnaker;2031;7469
3236 Jevnaker;2032;7529
3236 Jevnaker;2033;7587
3236 Jevnaker;2034;7644
3236 Jevnaker;2035;7700
3236 Jevnaker;2036;7755
3236 Jevnaker;2037;7808
3236 Jevnaker;2038;7858
3236 Jevnaker;2039;7907
3236 Jevnaker;2040;7954
3236 Jevnaker;2041;8000
3236 Jevnaker;2042;8045
3236 Jevnaker;2043;8089
3236 Jevnaker;2044;8132
3236 Jevnaker;2045;8174
3236 Jevnaker;2046;8215
3236 Jevnaker;2047;8253
3236 Jevnaker;2048;8290
3236 Jevnaker;2049;8325
3236 Jevnaker;2050;8358
3238 Nannestad;2024;16126
3238 Nannestad;2025;16626
3238 Nannestad;2026;17054
3238 Nannestad;2027;17414
3238 Nannestad;2028;17740
3238 Nannestad;2029;18038
3238 Nannestad;2030;18309
3238 Nannestad;2031;18578
3238 Nannestad;2032;18844
3238 Nannestad;2033;19105
3238 Nannestad;2034;19362
3238 Nannestad;2035;19615
3238 Nannestad;2036;19861
3238 Nannestad;2037;20098
3238 Nannestad;2038;20325
3238 Nannestad;2039;20543
3238 Nannestad;2040;20752
3238 Nannestad;2041;20953
3238 Nannestad;2042;21146
3238 Nannestad;2043;21331
3238 Nannestad;2044;21509
3238 Nannestad;2045;21679
3238 Nannestad;2046;21840
3238 Nannestad;2047;21994
3238 Nannestad;2048;22139
3238 Nannestad;2049;22276
3238 Nannestad;2050;22404
3240 Eidsvoll;2024;27916
3240 Eidsvoll;2025;28390
3240 Eidsvoll;2026;28806
3240 Eidsvoll;2027;29165
3240 Eidsvoll;2028;29508
3240 Eidsvoll;2029;29839
3240 Eidsvoll;2030;30158
3240 Eidsvoll;2031;30469
3240 Eidsvoll;2032;30773
3240 Eidsvoll;2033;31072
3240 Eidsvoll;2034;31365
3240 Eidsvoll;2035;31653
3240 Eidsvoll;2036;31937
3240 Eidsvoll;2037;32214
3240 Eidsvoll;2038;32483
3240 Eidsvoll;2039;32745
3240 Eidsvoll;2040;33000
3240 Eidsvoll;2041;33246
3240 Eidsvoll;2042;33484
3240 Eidsvoll;2043;33715
3240 Eidsvoll;2044;33936
3240 Eidsvoll;2045;34149
3240 Eidsvoll;2046;34353
3240 Eidsvoll;2047;34547
3240 Eidsvoll;2048;34730
3240 Eidsvoll;2049;34904
3240 Eidsvoll;2050;35067
3242 Hurdal;2024;3041
3242 Hurdal;2025;3148
3242 Hurdal;2026;3228
3242 Hurdal;2027;3288
3242 Hurdal;2028;3340
3242 Hurdal;2029;3386
3242 Hurdal;2030;3426
3242 Hurdal;2031;3465
3242 Hurdal;2032;3503
3242 Hurdal;2033;3540
3242 Hurdal;2034;3576
3242 Hurdal;2035;3610
3242 Hurdal;2036;3644
3242 Hurdal;2037;3676
3242 Hurdal;2038;3707
3242 Hurdal;2039;3737
3242 Hurdal;2040;3766
3242 Hurdal;2041;3793
3242 Hurdal;2042;3820
3242 Hurdal;2043;3846
3242 Hurdal;2044;3871
3242 Hurdal;2045;3895
3242 Hurdal;2046;3918
3242 Hurdal;2047;3940
3242 Hurdal;2048;3961
3242 Hurdal;2049;3981
3242 Hurdal;2050;4000
0301 Oslo;2024;717710
0301 Oslo;2025;724267
0301 Oslo;2026;729702
0301 Oslo;2027;733663
0301 Oslo;2028;738165
0301 Oslo;2029;743228
0301 Oslo;2030;748745
0301 Oslo;2031;754140
0301 Oslo;2032;759379
0301 Oslo;2033;764432
0301 Oslo;2034;769345
0301 Oslo;2035;774120
0301 Oslo;2036;778733
0301 Oslo;2037;783035
0301 Oslo;2038;787042
0301 Oslo;2039;790768
0301 Oslo;2040;794224
0301 Oslo;2041;797428
0301 Oslo;2042;800393
0301 Oslo;2043;803125
0301 Oslo;2044;805650
0301 Oslo;2045;807975
0301 Oslo;2046;810115
0301 Oslo;2047;812104
0301 Oslo;2048;813941
0301 Oslo;2049;815635
0301 Oslo;2050;817225
3301 Drammen;2024;104487
3301 Drammen;2025;105255
3301 Drammen;2026;105864
