region;år;Hovedalternativet (MMMM)
4634 Masfjorden;2032;1764
4634 Masfjorden;2033;1765
4634 Masfjorden;2034;1766
4634 Masfjorden;2035;1767
4634 Masfjorden;2036;1768
4634 Masfjorden;2037;1769
4634 Masfjorden;2038;1770
4634 Masfjorden;2039;1770
4634 Masfjorden;2040;1771
4634 Masfjorden;2041;1771
4634 Masfjorden;2042;1771
4634 Masfjorden;2043;1772
4634 Masfjorden;2044;1772
4634 Masfjorden;2045;1771
4634 Masfjorden;2046;1771
4634 Masfjorden;2047;1770
4634 Masfjorden;2048;1769
4634 Masfjorden;2049;1767
4634 Masfjorden;2050;1765
4635 Gulen;2024;2234
4635 Gulen;2025;2249
4635 Gulen;2026;2257
4635 Gulen;2027;2260
4635 Gulen;2028;2263
4635 Gulen;2029;2266
4635 Gulen;2030;2269
4635 Gulen;2031;2272
4635 Gulen;2032;2276
4635 Gulen;2033;2281
4635 Gulen;2034;2285
4635 Gulen;2035;2289
4635 Gulen;2036;2293
4635 Gulen;2037;2297
4635 Gulen;2038;2300
4635 Gulen;2039;2303
4635 Gulen;2040;2306
4635 Gulen;2041;2308
4635 Gulen;2042;2310
4635 Gulen;2043;2311
4635 Gulen;2044;2312
4635 Gulen;2045;2312
4635 Gulen;2046;2311
4635 Gulen;2047;2310
4635 Gulen;2048;2309
4635 Gulen;2049;2307
4635 Gulen;2050;2304
4636 Solund;2024;750
4636 Solund;2025;746
4636 Solund;2026;743
4636 Solund;2027;740
4636 Solund;2028;740
4636 Solund;2029;742
4636 Solund;2030;746
4636 Solund;2031;749
4636 Solund;2032;753
4636 Solund;2033;757
4636 Solund;2034;760
4636 Solund;2035;763
4636 Solund;2036;766
4636 Solund;2037;769
4636 Solund;2038;771
4636 Solund;2039;773
4636 Solund;2040;774
4636 Solund;2041;776
4636 Solund;2042;777
4636 Solund;2043;777
4636 Solund;2044;778
4636 Solund;2045;778
4636 Solund;2046;779
4636 Solund;2047;779
4636 Solund;2048;779
4636 Solund;2049;778
4636 Solund;2050;778
4637 Hyllestad;2024;1268
4637 Hyllestad;2025;1272
4637 Hyllestad;2026;1274
4637 Hyllestad;2027;1274
4637 Hyllestad;2028;1274
4637 Hyllestad;2029;1276
4637 Hyllestad;2030;1278
4637 Hyllestad;2031;1279
4637 Hyllestad;2032;1281
4637 Hyllestad;2033;1283
4637 Hyllestad;2034;1284
4637 Hyllestad;2035;1285
4637 Hyllestad;2036;1286
4637 Hyllestad;2037;1287
4637 Hyllestad;2038;1288
4637 Hyllestad;2039;1289
4637 Hyllestad;2040;1290
4637 Hyllestad;2041;1291
4637 Hyllestad;2042;1292
4637 Hyllestad;2043;1292
4637 Hyllestad;2044;1293
4637 Hyllestad;2045;1294
4637 Hyllestad;2046;1295
4637 Hyllestad;2047;1295
4637 Hyllestad;2048;1295
4637 Hyllestad;2049;1295
4637 Hyllestad;2050;1294
4638 Høyanger;2024;3879
4638 Høyanger;2025;3839
4638 Høyanger;2026;3801
4638 Høyanger;2027;3763
4638 Høyanger;2028;3732
4638 Høyanger;2029;3706
4638 Høyanger;2030;3684
4638 Høyanger;2031;3662
4638 Høyanger;2032;3642
4638 Høyanger;2033;3621
4638 Høyanger;2034;3601
4638 Høyanger;2035;3582
4638 Høyanger;2036;3564
4638 Høyanger;2037;3546
4638 Høyanger;2038;3528
4638 Høyanger;2039;3511
4638 Høyanger;2040;3495
4638 Høyanger;2041;3479
4638 Høyanger;2042;3463
4638 Høyanger;2043;3447
4638 Høyanger;2044;3430
4638 Høyanger;2045;3414
4638 Høyanger;2046;3397
4638 Høyanger;2047;3379
4638 Høyanger;2048;3362
4638 Høyanger;2049;3344
4638 Høyanger;2050;3325
4639 Vik;2024;2551
4639 Vik;2025;2541
4639 Vik;2026;2527
4639 Vik;2027;2508
4639 Vik;2028;2489
4639 Vik;2029;2471
4639 Vik;2030;2453
4639 Vik;2031;2436
4639 Vik;2032;2419
4639 Vik;2033;2403
4639 Vik;2034;2387
4639 Vik;2035;2372
4639 Vik;2036;2358
4639 Vik;2037;2343
4639 Vik;2038;2329
4639 Vik;2039;2315
4639 Vik;2040;2301
4639 Vik;2041;2287
4639 Vik;2042;2273
4639 Vik;2043;2259
4639 Vik;2044;2245
4639 Vik;2045;2232
4639 Vik;2046;2219
4639 Vik;2047;2206
4639 Vik;2048;2194
4639 Vik;2049;2182
4639 Vik;2050;2170
4640 Sogndal;2024;12319
4640 Sogndal;2025;12437
4640 Sogndal;2026;12539
4640 Sogndal;2027;12621
4640 Sogndal;2028;12707
4640 Sogndal;2029;12795
4640 Sogndal;2030;12885
4640 Sogndal;2031;12973
4640 Sogndal;2032;13057
4640 Sogndal;2033;13138
4640 Sogndal;2034;13216
4640 Sogndal;2035;13289
4640 Sogndal;2036;13359
4640 Sogndal;2037;13423
4640 Sogndal;2038;13480
4640 Sogndal;2039;13533
4640 Sogndal;2040;13580
4640 Sogndal;2041;13624
4640 Sogndal;2042;13664
4640 Sogndal;2043;13701
4640 Sogndal;2044;13735
4640 Sogndal;2045;13767
4640 Sogndal;2046;13796
4640 Sogndal;2047;13823
4640 Sogndal;2048;13848
4640 Sogndal;2049;13870
4640 Sogndal;2050;13889
4641 Aurland;2024;1800
4641 Aurland;2025;1856
4641 Aurland;2026;1898
4641 Aurland;2027;1927
4641 Aurland;2028;1953
4641 Aurland;2029;1977
4641 Aurland;2030;1997
4641 Aurland;2031;2018
4641 Aurland;2032;2038
4641 Aurland;2033;2057
4641 Aurland;2034;2077
4641 Aurland;2035;2095
4641 Aurland;2036;2114
4641 Aurland;2037;2131
4641 Aurland;2038;2147
4641 Aurland;2039;2162
4641 Aurland;2040;2176
4641 Aurland;2041;2189
4641 Aurland;2042;2200
4641 Aurland;2043;2211
4641 Aurland;2044;2221
4641 Aurland;2045;2230
4641 Aurland;2046;2238
4641 Aurland;2047;2245
4641 Aurland;2048;2252
4641 Aurland;2049;2258
4641 Aurland;2050;2263
4642 Lærdal;2024;2160
4642 Lærdal;2025;2175
4642 Lærdal;2026;2184
4642 Lærdal;2027;2187
4642 Lærdal;2028;2188
4642 Lærdal;2029;2189
4642 Lærdal;2030;2188
4642 Lærdal;2031;2188
4642 Lærdal;2032;2188
4642 Lærdal;2033;2188
4642 Lærdal;2034;2188
4642 Lærdal;2035;2188
4642 Lærdal;2036;2189
4642 Lærdal;2037;2189
4642 Lærdal;2038;2188
4642 Lærdal;2039;2187
4642 Lærdal;2040;2186
4642 Lærdal;2041;2184
4642 Lærdal;2042;2182
4642 Lærdal;2043;2179
4642 Lærdal;2044;2176
4642 Lærdal;2045;2172
4642 Lærdal;2046;2168
4642 Lærdal;2047;2164
4642 Lærdal;2048;2160
4642 Lærdal;2049;2156
4642 Lærdal;2050;2152
4643 Årdal;2024;5239
4643 Årdal;2025;5235
4643 Årdal;2026;5218
4643 Årdal;2027;5188
4643 Årdal;2028;5155
4643 Årdal;2029;5119
4643 Årdal;2030;5080
4643 Årdal;2031;5043
4643 Årdal;2032;5006
4643 Årdal;2033;4970
4643 Årdal;2034;4936
4643 Årdal;2035;4902
4643 Årdal;2036;4869
4643 Årdal;2037;4836
4643 Årdal;2038;4803
4643 Årdal;2039;4771
4643 Årdal;2040;4739
4643 Årdal;2041;4707
4643 Årdal;2042;4676
4643 Årdal;2043;4646
4643 Årdal;2044;4615
4643 Årdal;2045;4585
4643 Årdal;2046;4556
4643 Årdal;2047;4527
4643 Årdal;2048;4498
4643 Årdal;2049;4470
4643 Årdal;2050;4441
4644 Luster;2024;5371
4644 Luster;2025;5383
4644 Luster;2026;5384
4644 Luster;2027;5374
4644 Luster;2028;5365
4644 Luster;2029;5358
4644 Luster;2030;5351
4644 Luster;2031;5344
4644 Luster;2032;5336
4644 Luster;2033;5328
4644 Luster;2034;5319
4644 Luster;2035;5309
4644 Luster;2036;5300
4644 Luster;2037;5289
4644 Luster;2038;5277
4644 Luster;2039;5264
4644 Luster;2040;5251
4644 Luster;2041;5237
4644 Luster;2042;5223
4644 Luster;2043;5210
4644 Luster;2044;5196
4644 Luster;2045;5183
4644 Luster;2046;5170
4644 Luster;2047;5157
4644 Luster;2048;5144
4644 Luster;2049;5131
4644 Luster;2050;5118
4645 Askvoll;2024;2986
4645 Askvoll;2025;3002
4645 Askvoll;2026;3008
4645 Askvoll;2027;3005
4645 Askvoll;2028;2999
4645 Askvoll;2029;2991
4645 Askvoll;2030;2980
4645 Askvoll;2031;2969
4645 Askvoll;2032;2959
4645 Askvoll;2033;2948
4645 Askvoll;2034;2938
4645 Askvoll;2035;2928
4645 Askvoll;2036;2918
4645 Askvoll;2037;2908
4645 Askvoll;2038;2898
4645 Askvoll;2039;2889
4645 Askvoll;2040;2879
4645 Askvoll;2041;2869
4645 Askvoll;2042;2860
4645 Askvoll;2043;2850
4645 Askvoll;2044;2842
4645 Askvoll;2045;2833
4645 Askvoll;2046;2824
4645 Askvoll;2047;2815
4645 Askvoll;2048;2806
4645 Askvoll;2049;2797
4645 Askvoll;2050;2788
4646 Fjaler;2024;2869
4646 Fjaler;2025;2882
4646 Fjaler;2026;2882
4646 Fjaler;2027;2871
4646 Fjaler;2028;2867
4646 Fjaler;2029;2870
4646 Fjaler;2030;2881
4646 Fjaler;2031;2892
4646 Fjaler;2032;2903
4646 Fjaler;2033;2915
4646 Fjaler;2034;2927
4646 Fjaler;2035;2940
4646 Fjaler;2036;2953
4646 Fjaler;2037;2965
4646 Fjaler;2038;2978
4646 Fjaler;2039;2990
4646 Fjaler;2040;3000
4646 Fjaler;2041;3010
4646 Fjaler;2042;3020
4646 Fjaler;2043;3028
4646 Fjaler;2044;3036
4646 Fjaler;2045;3043
4646 Fjaler;2046;3050
4646 Fjaler;2047;3056
4646 Fjaler;2048;3061
4646 Fjaler;2049;3065
4646 Fjaler;2050;3069
4647 Sunnfjord;2024;22450
4647 Sunnfjord;2025;22546
4647 Sunnfjord;2026;22604
4647 Sunnfjord;2027;22625
4647 Sunnfjord;2028;22639
4647 Sunnfjord;2029;22649
4647 Sunnfjord;2030;22652
4647 Sunnfjord;2031;22653
4647 Sunnfjord;2032;22655
4647 Sunnfjord;2033;22656
4647 Sunnfjord;2034;22658
4647 Sunnfjord;2035;22660
4647 Sunnfjord;2036;22663
4647 Sunnfjord;2037;22664
4647 Sunnfjord;2038;22663
4647 Sunnfjord;2039;22659
4647 Sunnfjord;2040;22653
4647 Sunnfjord;2041;22644
4647 Sunnfjord;2042;22632
4647 Sunnfjord;2043;22618
4647 Sunnfjord;2044;22601
4647 Sunnfjord;2045;22581
4647 Sunnfjord;2046;22557
4647 Sunnfjord;2047;22530
4647 Sunnfjord;2048;22499
4647 Sunnfjord;2049;22465
4647 Sunnfjord;2050;22428
4648 Bremanger;2024;3392
4648 Bremanger;2025;3347
4648 Bremanger;2026;3303
4648 Bremanger;2027;3259
4648 Bremanger;2028;3220
4648 Bremanger;2029;3186
4648 Bremanger;2030;3156
4648 Bremanger;2031;3128
4648 Bremanger;2032;3103
4648 Bremanger;2033;3078
4648 Bremanger;2034;3056
4648 Bremanger;2035;3035
4648 Bremanger;2036;3014
4648 Bremanger;2037;2995
4648 Bremanger;2038;2976
4648 Bremanger;2039;2956
4648 Bremanger;2040;2938
4648 Bremanger;2041;2919
4648 Bremanger;2042;2901
4648 Bremanger;2043;2884
4648 Bremanger;2044;2867
4648 Bremanger;2045;2850
4648 Bremanger;2046;2834
4648 Bremanger;2047;2818
4648 Bremanger;2048;2802
4648 Bremanger;2049;2787
4648 Bremanger;2050;2771
4649 Stad;2024;9610
4649 Stad;2025;9619
4649 Stad;2026;9622
4649 Stad;2027;9618
4649 Stad;2028;9618
4649 Stad;2029;9622
4649 Stad;2030;9628
4649 Stad;2031;9636
4649 Stad;2032;9643
4649 Stad;2033;9651
4649 Stad;2034;9657
4649 Stad;2035;9663
4649 Stad;2036;9668
4649 Stad;2037;9672
4649 Stad;2038;9674
4649 Stad;2039;9674
4649 Stad;2040;9673
4649 Stad;2041;9671
4649 Stad;2042;9667
4649 Stad;2043;9661
4649 Stad;2044;9654
4649 Stad;2045;9646
4649 Stad;2046;9636
4649 Stad;2047;9624
4649 Stad;2048;9611
4649 Stad;2049;9596
4649 Stad;2050;9579
4650 Gloppen;2024;5926
4650 Gloppen;2025;5918
4650 Gloppen;2026;5904
4650 Gloppen;2027;5887
4650 Gloppen;2028;5875
4650 Gloppen;2029;5868
4650 Gloppen;2030;5865
4650 Gloppen;2031;5864
4650 Gloppen;2032;5862
4650 Gloppen;2033;5860
4650 Gloppen;2034;5857
4650 Gloppen;2035;5853
4650 Gloppen;2036;5849
4650 Gloppen;2037;5844
4650 Gloppen;2038;5837
4650 Gloppen;2039;5829
4650 Gloppen;2040;5820
4650 Gloppen;2041;5811
4650 Gloppen;2042;5800
4650 Gloppen;2043;5790
4650 Gloppen;2044;5779
4650 Gloppen;2045;5768
4650 Gloppen;2046;5758
4650 Gloppen;2047;5747
4650 Gloppen;2048;5737
4650 Gloppen;2049;5726
4650 Gloppen;2050;5715
4651 Stryn;2024;7271
4651 Stryn;2025;7296
4651 Stryn;2026;7302
4651 Stryn;2027;7289
4651 Stryn;2028;7280
4651 Stryn;2029;7275
4651 Stryn;2030;7273
4651 Stryn;2031;7272
4651 Stryn;2032;7271
4651 Stryn;2033;7271
4651 Stryn;2034;7269
4651 Stryn;2035;7267
4651 Stryn;2036;7265
4651 Stryn;2037;7263
4651 Stryn;2038;7260
4651 Stryn;2039;7256
4651 Stryn;2040;7252
4651 Stryn;2041;7248
4651 Stryn;2042;7244
4651 Stryn;2043;7241
4651 Stryn;2044;7237
4651 Stryn;2045;7234
4651 Stryn;2046;7229
4651 Stryn;2047;7225
4651 Stryn;2048;7219
4651 Stryn;2049;7213
4651 Stryn;2050;7205
1505 Kristiansund;2024;24404
1505 Kristiansund;2025;24545
1505 Kristiansund;2026;24630
1505 Kristiansund;2027;24660
1505 Kristiansund;2028;24674
1505 Kristiansund;2029;24674
1505 Kristiansund;2030;24661
1505 Kristiansund;2031;24650
1505 Kristiansund;2032;24641
1505 Kristiansund;2033;24634
1505 Kristiansund;2034;24628
1505 Kristiansund;2035;24623
1505 Kristiansund;2036;24619
1505 Kristiansund;2037;24614
1505 Kristiansund;2038;24607
1505 Kristiansund;2039;24597
1505 Kristiansund;2040;24585
1505 Kristiansund;2041;24571
1505 Kristiansund;2042;24554
1505 Kristiansund;2043;24535
1505 Kristiansund;2044;24514
1505 Kristiansund;2045;24490
1505 Kristiansund;2046;24465
1505 Kristiansund;2047;24437
1505 Kristiansund;2048;24408
1505 Kristiansund;2049;24378
1505 Kristiansund;2050;24346
1506 Molde;2024;32816
1506 Molde;2025;33113
1506 Molde;2026;33323
1506 Molde;2027;33449
1506 Molde;2028;33560
1506 Molde;2029;33656
1506 Molde;2030;33736
1506 Molde;2031;33816
1506 Molde;2032;33895
1506 Molde;2033;33971
1506 Molde;2034;34045
1506 Molde;2035;34118
1506 Molde;2036;34189
1506 Molde;2037;34254
1506 Molde;2038;34312
1506 Molde;2039;34364
1506 Molde;2040;34409
1506 Molde;2041;34448
1506 Molde;2042;34483
1506 Molde;2043;34513
1506 Molde;2044;34538
1506 Molde;2045;34560
1506 Molde;2046;34576
1506 Molde;2047;34590
1506 Molde;2048;34598
1506 Molde;2049;34603
1506 Molde;2050;34602
1508 Ålesund;2024;58509
1508 Ålesund;2025;58723
1508 Ålesund;2026;58904
1508 Ålesund;2027;59035
1508 Ålesund;2028;59201
1508 Ålesund;2029;59401
1508 Ålesund;2030;59627
1508 Ålesund;2031;59847
1508 Ålesund;2032;60059
1508 Ålesund;2033;60261
1508 Ålesund;2034;60456
1508 Ålesund;2035;60644
1508 Ålesund;2036;60826
1508 Ålesund;2037;60995
1508 Ålesund;2038;61152
1508 Ålesund;2039;61297
1508 Ålesund;2040;61430
1508 Ålesund;2041;61549
1508 Ålesund;2042;61657
1508 Ålesund;2043;61754
1508 Ålesund;2044;61840
1508 Ålesund;2045;61916
1508 Ålesund;2046;61982
1508 Ålesund;2047;62039
1508 Ålesund;2048;62086
1508 Ålesund;2049;62123
1508 Ålesund;2050;62151
1511 Vanylven;2024;3026
1511 Vanylven;2025;3028
1511 Vanylven;2026;3021
1511 Vanylven;2027;3006
1511 Vanylven;2028;2989
1511 Vanylven;2029;2969
1511 Vanylven;2030;2948
1511 Vanylven;2031;2928
1511 Vanylven;2032;2908
1511 Vanylven;2033;2889
1511 Vanylven;2034;2871
1511 Vanylven;2035;2853
1511 Vanylven;2036;2835
1511 Vanylven;2037;2817
1511 Vanylven;2038;2799
1511 Vanylven;2039;2781
1511 Vanylven;2040;2763
1511 Vanylven;2041;2745
1511 Vanylven;2042;2727
1511 Vanylven;2043;2708
1511 Vanylven;2044;2690
1511 Vanylven;2045;2672
1511 Vanylven;2046;2655
1511 Vanylven;2047;2637
1511 Vanylven;2048;2619
1511 Vanylven;2049;2602
1511 Vanylven;2050;2585
1514 Sande;2024;2438
1514 Sande;2025;2435
1514 Sande;2026;2429
1514 Sande;2027;2420
1514 Sande;2028;2413
1514 Sande;2029;2408
1514 Sande;2030;2406
1514 Sande;2031;2404
1514 Sande;2032;2403
1514 Sande;2033;2402
1514 Sande;2034;2401
1514 Sande;2035;2401
1514 Sande;2036;2401
1514 Sande;2037;2401
1514 Sande;2038;2400
1514 Sande;2039;2399
1514 Sande;2040;2397
1514 Sande;2041;2396
1514 Sande;2042;2394
1514 Sande;2043;2392
1514 Sande;2044;2390
1514 Sande;2045;2388
1514 Sande;2046;2386
1514 Sande;2047;2384
1514 Sande;2048;2382
1514 Sande;2049;2379
1514 Sande;2050;2375
1515 Herøy (Møre og Romsdal);2024;8968
1515 Herøy (Møre og Romsdal);2025;8991
1515 Herøy (Møre og Romsdal);2026;8991
1515 Herøy (Møre og Romsdal);2027;8971
1515 Herøy (Møre og Romsdal);2028;8949
1515 Herøy (Møre og Romsdal);2029;8926
1515 Herøy (Møre og Romsdal);2030;8903
1515 Herøy (Møre og Romsdal);2031;8881
1515 Herøy (Møre og Romsdal);2032;8860
1515 Herøy (Møre og Romsdal);2033;8841
1515 Herøy (Møre og Romsdal);2034;8824
1515 Herøy (Møre og Romsdal);2035;8808
1515 Herøy (Møre og Romsdal);2036;8793
1515 Herøy (Møre og Romsdal);2037;8778
1515 Herøy (Møre og Romsdal);2038;8762
1515 Herøy (Møre og Romsdal);2039;8745
1515 Herøy (Møre og Romsdal);2040;8728
1515 Herøy (Møre og Romsdal);2041;8709
1515 Herøy (Møre og Romsdal);2042;8690
1515 Herøy (Møre og Romsdal);2043;8670
1515 Herøy (Møre og Romsdal);2044;8650
1515 Herøy (Møre og Romsdal);2045;8629
1515 Herøy (Møre og Romsdal);2046;8608
1515 Herøy (Møre og Romsdal);2047;8587
1515 Herøy (Møre og Romsdal);2048;8564
1515 Herøy (Møre og Romsdal);2049;8541
1515 Herøy (Møre og Romsdal);2050;8518
1516 Ulstein;2024;8861
1516 Ulstein;2025;8966
1516 Ulstein;2026;9040
1516 Ulstein;2027;9084
1516 Ulstein;2028;9126
1516 Ulstein;2029;9167
1516 Ulstein;2030;9205
1516 Ulstein;2031;9243
1516 Ulstein;2032;9280
1516 Ulstein;2033;9317
1516 Ulstein;2034;9352
1516 Ulstein;2035;9387
1516 Ulstein;2036;9422
1516 Ulstein;2037;9454
1516 Ulstein;2038;9485
1516 Ulstein;2039;9514
1516 Ulstein;2040;9540
1516 Ulstein;2041;9565
1516 Ulstein;2042;9588
1516 Ulstein;2043;9610
1516 Ulstein;2044;9630
1516 Ulstein;2045;9648
1516 Ulstein;2046;9664
1516 Ulstein;2047;9678
1516 Ulstein;2048;9690
1516 Ulstein;2049;9700
1516 Ulstein;2050;9708
1517 Hareid;2024;5322
1517 Hareid;2025;5430
1517 Hareid;2026;5500
1517 Hareid;2027;5537
1517 Hareid;2028;5563
1517 Hareid;2029;5578
1517 Hareid;2030;5586
1517 Hareid;2031;5592
1517 Hareid;2032;5598
1517 Hareid;2033;5603
1517 Hareid;2034;5608
1517 Hareid;2035;5612
1517 Hareid;2036;5617
1517 Hareid;2037;5620
1517 Hareid;2038;5623
1517 Hareid;2039;5626
1517 Hareid;2040;5628
1517 Hareid;2041;5631
1517 Hareid;2042;5633
1517 Hareid;2043;5634
1517 Hareid;2044;5635
1517 Hareid;2045;5636
1517 Hareid;2046;5636
1517 Hareid;2047;5635
1517 Hareid;2048;5634
1517 Hareid;2049;5632
1517 Hareid;2050;5629
1520 Ørsta;2024;10958
1520 Ørsta;2025;10910
1520 Ørsta;2026;10867
1520 Ørsta;2027;10825
1520 Ørsta;2028;10797
1520 Ørsta;2029;10783
1520 Ørsta;2030;10779
1520 Ørsta;2031;10775
1520 Ørsta;2032;10769
1520 Ørsta;2033;10762
1520 Ørsta;2034;10755
1520 Ørsta;2035;10748
1520 Ørsta;2036;10741
1520 Ørsta;2037;10733
1520 Ørsta;2038;10723
1520 Ørsta;2039;10711
1520 Ørsta;2040;10698
1520 Ørsta;2041;10684
1520 Ørsta;2042;10669
1520 Ørsta;2043;10654
1520 Ørsta;2044;10638
1520 Ørsta;2045;10622
1520 Ørsta;2046;10605
1520 Ørsta;2047;10588
1520 Ørsta;2048;10570
1520 Ørsta;2049;10551
1520 Ørsta;2050;10531
1525 Stranda;2024;4348
1525 Stranda;2025;4343
1525 Stranda;2026;4333
1525 Stranda;2027;4317
1525 Stranda;2028;4306
1525 Stranda;2029;4298
1525 Stranda;2030;4295
1525 Stranda;2031;4292
1525 Stranda;2032;4291
1525 Stranda;2033;4290
1525 Stranda;2034;4290
1525 Stranda;2035;4292
1525 Stranda;2036;4294
1525 Stranda;2037;4296
1525 Stranda;2038;4298
1525 Stranda;2039;4300
1525 Stranda;2040;4302
1525 Stranda;2041;4303
1525 Stranda;2042;4305
1525 Stranda;2043;4306
1525 Stranda;2044;4307
1525 Stranda;2045;4308
1525 Stranda;2046;4307
1525 Stranda;2047;4307
1525 Stranda;2048;4305
1525 Stranda;2049;4302
1525 Stranda;2050;4298
1528 Sykkylven;2024;7617
1528 Sykkylven;2025;7576
1528 Sykkylven;2026;7533
1528 Sykkylven;2027;7487
1528 Sykkylven;2028;7447
1528 Sykkylven;2029;7412
1528 Sykkylven;2030;7382
1528 Sykkylven;2031;7353
1528 Sykkylven;2032;7323
1528 Sykkylven;2033;7294
1528 Sykkylven;2034;7266
1528 Sykkylven;2035;7238
1528 Sykkylven;2036;7212
1528 Sykkylven;2037;7186
1528 Sykkylven;2038;7160
1528 Sykkylven;2039;7135
1528 Sykkylven;2040;7111
1528 Sykkylven;2041;7087
1528 Sykkylven;2042;7063
1528 Sykkylven;2043;7039
1528 Sykkylven;2044;7016
1528 Sykkylven;2045;6992
1528 Sykkylven;2046;6968
1528 Sykkylven;2047;6944
1528 Sykkylven;2048;6919
1528 Sykkylven;2049;6894
1528 Sykkylven;2050;6868
1531 Sula;2024;9720
1531 Sula;2025;9800
1531 Sula;2026;9867
1531 Sula;2027;9923
1531 Sula;2028;9980
1531 Sula;2029;10039
1531 Sula;2030;10099
1531 Sula;2031;10157
1531 Sula;2032;10215
1531 Sula;2033;10271
1531 Sula;2034;10326
1531 Sula;2035;10381
1531 Sula;2036;10435
1531 Sula;2037;10486
1531 Sula;2038;10535
1531 Sula;2039;10582
1531 Sula;2040;10628
1531 Sula;2041;10671
1531 Sula;2042;10713
1531 Sula;2043;10753
1531 Sula;2044;10792
1531 Sula;2045;10829
1531 Sula;2046;10864
1531 Sula;2047;10897
1531 Sula;2048;10927
1531 Sula;2049;10956
1531 Sula;2050;10981
1532 Giske;2024;8691
1532 Giske;2025;8706
1532 Giske;2026;8725
1532 Giske;2027;8746
1532 Giske;2028;8778
1532 Giske;2029;8823
1532 Giske;2030;8880
1532 Giske;2031;8936
1532 Giske;2032;8992
1532 Giske;2033;9047
1532 Giske;2034;9101
1532 Giske;2035;9153
1532 Giske;2036;9203
1532 Giske;2037;9252
1532 Giske;2038;9298
1532 Giske;2039;9343
1532 Giske;2040;9387
1532 Giske;2041;9429
1532 Giske;2042;9470
1532 Giske;2043;9511
1532 Giske;2044;9550
1532 Giske;2045;9587
1532 Giske;2046;9624
1532 Giske;2047;9658
1532 Giske;2048;9690
1532 Giske;2049;9720
1532 Giske;2050;9747
1535 Vestnes;2024;7147
1535 Vestnes;2025;7193
1535 Vestnes;2026;7218
1535 Vestnes;2027;7226
1535 Vestnes;2028;7230
1535 Vestnes;2029;7230
1535 Vestnes;2030;7228
1535 Vestnes;2031;7226
1535 Vestnes;2032;7224
1535 Vestnes;2033;7222
1535 Vestnes;2034;7220
1535 Vestnes;2035;7217
1535 Vestnes;2036;7213
1535 Vestnes;2037;7209
1535 Vestnes;2038;7202
1535 Vestnes;2039;7195
1535 Vestnes;2040;7187
1535 Vestnes;2041;7178
1535 Vestnes;2042;7169
1535 Vestnes;2043;7160
1535 Vestnes;2044;7150
1535 Vestnes;2045;7139
1535 Vestnes;2046;7129
1535 Vestnes;2047;7117
1535 Vestnes;2048;7105
1535 Vestnes;2049;7092
1535 Vestnes;2050;7079
1539 Rauma;2024;7299
1539 Rauma;2025;7429
1539 Rauma;2026;7505
1539 Rauma;2027;7539
1539 Rauma;2028;7557
1539 Rauma;2029;7561
1539 Rauma;2030;7551
1539 Rauma;2031;7540
1539 Rauma;2032;7528
1539 Rauma;2033;7516
1539 Rauma;2034;7503
1539 Rauma;2035;7490
1539 Rauma;2036;7477
1539 Rauma;2037;7463
1539 Rauma;2038;7449
1539 Rauma;2039;7435
1539 Rauma;2040;7422
1539 Rauma;2041;7408
1539 Rauma;2042;7394
1539 Rauma;2043;7381
1539 Rauma;2044;7367
1539 Rauma;2045;7354
1539 Rauma;2046;7341
1539 Rauma;2047;7328
1539 Rauma;2048;7316
1539 Rauma;2049;7303
1539 Rauma;2050;7290
1547 Aukra;2024;3678
1547 Aukra;2025;3749
1547 Aukra;2026;3802
1547 Aukra;2027;3841
1547 Aukra;2028;3878
1547 Aukra;2029;3912
1547 Aukra;2030;3945
1547 Aukra;2031;3977
1547 Aukra;2032;4007
1547 Aukra;2033;4037
1547 Aukra;2034;4066
1547 Aukra;2035;4094
1547 Aukra;2036;4121
1547 Aukra;2037;4147
1547 Aukra;2038;4172
1547 Aukra;2039;4195
1547 Aukra;2040;4218
1547 Aukra;2041;4240
1547 Aukra;2042;4261
1547 Aukra;2043;4282
1547 Aukra;2044;4301
1547 Aukra;2045;4320
1547 Aukra;2046;4338
1547 Aukra;2047;4355
1547 Aukra;2048;4370
1547 Aukra;2049;4385
1547 Aukra;2050;4398
1554 Averøy;2024;5955
1554 Averøy;2025;6036
1554 Averøy;2026;6094
1554 Averøy;2027;6132
1554 Averøy;2028;6160
1554 Averøy;2029;6181
1554 Averøy;2030;6194
1554 Averøy;2031;6208
1554 Averøy;2032;6221
1554 Averøy;2033;6235
1554 Averøy;2034;6249
1554 Averøy;2035;6265
1554 Averøy;2036;6280
1554 Averøy;2037;6296
1554 Averøy;2038;6310
1554 Averøy;2039;6324
1554 Averøy;2040;6338
1554 Averøy;2041;6350
1554 Averøy;2042;6362
1554 Averøy;2043;6373
1554 Averøy;2044;6382
1554 Averøy;2045;6391
1554 Averøy;2046;6398
1554 Averøy;2047;6405
1554 Averøy;2048;6410
1554 Averøy;2049;6414
1554 Averøy;2050;6417
1557 Gjemnes;2024;2700
1557 Gjemnes;2025;2741
1557 Gjemnes;2026;2767
1557 Gjemnes;2027;2780
1557 Gjemnes;2028;2792
1557 Gjemnes;2029;2802
1557 Gjemnes;2030;2811
1557 Gjemnes;2031;2821
1557 Gjemnes;2032;2830
1557 Gjemnes;2033;2840
1557 Gjemnes;2034;2849
1557 Gjemnes;2035;2859
1557 Gjemnes;2036;2868
1557 Gjemnes;2037;2876
